track_name,track_id,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Illest Motherf***** Alive,7t259tTXkuNVfxdQcnEagh,,0.562,0.633,11.0,-7.076,1.0,0.0715,0.162,0.0,0.654,0.279,139.91,audio_features,7t259tTXkuNVfxdQcnEagh,spotify:track:7t259tTXkuNVfxdQcnEagh,https://api.spotify.com/v1/tracks/7t259tTXkuNVfxdQcnEagh,https://api.spotify.com/v1/audio-analysis/7t259tTXkuNVfxdQcnEagh,323261.0,4.0
H•A•M,64rnghzDMy4cAEMZhSOp9h,,0.63,0.521,8.0,-5.515,1.0,0.0581,0.0324,0.0,0.349,0.0378,140.062,audio_features,64rnghzDMy4cAEMZhSOp9h,spotify:track:64rnghzDMy4cAEMZhSOp9h,https://api.spotify.com/v1/tracks/64rnghzDMy4cAEMZhSOp9h,https://api.spotify.com/v1/audio-analysis/64rnghzDMy4cAEMZhSOp9h,275733.0,4.0
Primetime,4WQrG3ke074wTes10aLPBT,"[Produced by No I.D.][Intro: Jay Z]We in the time of our lives, babyTurn the music up, prime timeUh, yeah[Verse 1: Jay Z, Jay Z & Kanye West]Prime time, beat by DionOur third eon, that's what the fuck we onMore money, forty-year-old phenomMy fifteen minutes of fame has stretched beyondAt forty-two, be better than twenty-foursI carried the four-five, mastered forty-eight lawsStill wearing my 23s, they can't fuck with the boyFar as them sixteens, I'm 23 of it allPrime time, riding that six-deuceThat 911, I only subtract the roofI started in '88, got warm in '92I landed in '96, that's the year I came throughI hit the club, ordered some Grey GooseSwitched it for CÎROC to give Puff's stock a boostNew money, I found the fountain of youthI'm headed to Miami to fuck up the FontainebleauA case of Ace, make it twoNigga, we rollin', beat the deuceThe night is young, what the fuck we gon' do? Ooh",0.675,0.901,4.0,-5.018,0.0,0.19,0.16,1.91e-05,0.317,0.502,84.984,audio_features,4WQrG3ke074wTes10aLPBT,spotify:track:4WQrG3ke074wTes10aLPBT,https://api.spotify.com/v1/tracks/4WQrG3ke074wTes10aLPBT,https://api.spotify.com/v1/audio-analysis/4WQrG3ke074wTes10aLPBT,199240.0,4.0
The Joy,6SaPAcPPnp0Wq3IUxcwHNe,"[Produced by Pete Rock & Kanye West][Chorus: Curtis Mayfield, Pete Rock & Charlie Wilson]Add a little sugar (Ow), honeysuckle and (Woo)A great big expression of happinessBoy, you couldn't miss (Uh-huh, uh-huh)With a dozen roses (Ayy, uh, Mr. West)Such would astound you (Pete Rock)The joy of children laughing around you (Uh)These are all the makings of you (Woo)[Verse 1: Kanye West & Pete Rock]I do it for the forefathers, yeah, the street authorsThat are now A&Rs in the cheap officeRappers that never got signed, but they keep offersGirls that's way too fine for us to keep off usGave her a handshake only for my man's sakeShe in her birthday suit 'cause of the damn cakeNow it's crumbs all over the damn place (Uh-huh)And she want me to cum all over her damn faceI never understood Planned Parenthood'Cause I never met nobody planned to be a parent in the hoodTaking refills of that Plan B pillAnother shorty that won't make it to the family willIf I don't make it, can't take it, hope the family willThey ain't crazy, they don't know how insanity feelDon C. just had a shorty, so it's not that badBut I still hear the ghosts of the kids I never had",0.454,0.471,7.0,-7.385,1.0,0.424,0.127,3.88e-05,0.146,0.316,73.522,audio_features,6SaPAcPPnp0Wq3IUxcwHNe,spotify:track:6SaPAcPPnp0Wq3IUxcwHNe,https://api.spotify.com/v1/tracks/6SaPAcPPnp0Wq3IUxcwHNe,https://api.spotify.com/v1/audio-analysis/6SaPAcPPnp0Wq3IUxcwHNe,315594.0,4.0
No Church In The Wild,7r6PigmGzlB3YPB7wvBBbi,"[Produced By 88 Keys, Kanye West & Mike Dean][Chorus: Frank Ocean]Human beings in a mobWhat's a mob to a king?What's a king to a god?What's a god to a non-believerWho don't believe in anything?Will he make it out alive?Alright, alrightNo church in the wild[Verse 1: JAY-Z]Tears on the mausoleum floorBlood stains the Colosseum doorsLies on the lips of a priestThanksgiving disguised as a feastRolling in the Rolls-Royce CornicheOnly the doctors got this, I'm hiding from policeCocaine seatsAll white like I got the whole thing bleachedDrug dealer chicI'm wondering if a thug's prayers reachIs Pius pious 'cause God loves pious?Socrates asked whose bias do y'all seek?All for Plato, screechI'm out here balling, I know y'all hear my sneaksJesus was a carpenter, Yeezy laid beatsHova flow the Holy Ghost, get the hell up out your seatsPreach",0.654,0.75,8.0,-7.509,0.0,0.105,0.244,0.0178,0.167,0.557,92.773,audio_features,7r6PigmGzlB3YPB7wvBBbi,spotify:track:7r6PigmGzlB3YPB7wvBBbi,https://api.spotify.com/v1/tracks/7r6PigmGzlB3YPB7wvBBbi,https://api.spotify.com/v1/audio-analysis/7r6PigmGzlB3YPB7wvBBbi,272507.0,4.0
Lift Off,4TRUsIZw92IhJjAtxtiC4e,"[Intro: Four Tops]Oh, oh, oh, ohOh, oh, oh, ohI had for usYou turned my dreams into dustI watch a phone that I had for usYou turned my dreams into dust[Verse: Kanye West & T.I.]I know Obama was heaven-sentBut ever since Trump won, it proved that I could be presidentYeah, you can, at what cost though?Don't that go against the teachings that Ye taught for?Yo, Tip, I hear your side and everybody talk thoughBut ain't goin' against the grain everything I fought for?Prolly so, Ye, but where you tryna go with this?It's some shit you just don't align with and don't go againstYou just readin' the headlines, you don't see the fine printYou on some choosin'-side shit, I'm on some unified shitIt's bigger than your selfish agendaIf your election ain't gon' stop police from murderin' niggasThen shit…Bruh, I never ever stopped fightin' for the peopleActually, wearin' the hat'll show people that we equalYou gotta see the vantage point of the peopleWhat makes you feel equal makes them feel evilSee that's the problem with this damn nationAll Blacks gotta be Democrats, manWe ain't made it off the plantationFuck who you choose as your political partyYou representin' dudes just seem crude and cold-heartedWith blatant disregard for the people who put you in positionDon't you feel an obligation to them?I feel a obligation to show people new ideasAnd if you wanna hear 'em, there go two right hereMake America Great Again had a negative perceptionI took it, wore it, rocked it, gave it a new directionAdded empathy, care and love and affectionAnd y'all simply questionin' my methodsWhat you willin' to lose for the point to be proved?This shit is stubborn, selfish, bullheaded, even for youYou wore a dusty-ass hat to represent the same viewsAs white supremacy, man, we expect better from youAll them times you sounded crazy, we defended you, homieNot just to be let down when we depend on you, homieThat's why it's important to know what direction you're goin' now'Cause everything that you built can be destroyed and torn downYou think I ain't concerned about how I affect the past?I mean, that hat stayed in my closet like 'bout a year and a halfThen one day I was like, ""Fuck it, I'ma do me.""I was in the sunken place and then I found the new meNot worried about some image that I gotta keep upLot of people agree with me, but they're too scared to speak upThe greater good of the people is firstHave you considered all the damage and the people you hurt?You had a bad idea and you're makin' it worseThis shit's just as bad as Catholic preachers rapin' in churchY'all been leadin' with hate, see I just approach it differentLike a gang truce, the first Blood to shake the Crip's handI know everybody emotionalIs it better if I rap about crack? Huh? 'Cause it's cultural?Or how about I'ma shoot you? Or fuck your bitch?Or how about all this Gucci, 'cause I'm fuckin' rich?You'll deal with God for the lack of respectStartin' to make it seem like Donnie cut you a checkNow you toyin' with hot lava, better be careful with thatWhat's it mean to gain the world if you ain't standin' for shit?Okay I gotta say it, Ye, you sound high as a bigotYeah, genocide and slavery, we should just try and forgetAnd all that free thought shit, find a better defenseBut if Ye just stuck in his way, he can leave it at thatFuck it",0.404,0.784,2.0,-7.584,0.0,0.123,0.188,0.00178,0.165,0.289,179.439,audio_features,4TRUsIZw92IhJjAtxtiC4e,spotify:track:4TRUsIZw92IhJjAtxtiC4e,https://api.spotify.com/v1/tracks/4TRUsIZw92IhJjAtxtiC4e,https://api.spotify.com/v1/audio-analysis/4TRUsIZw92IhJjAtxtiC4e,266253.0,3.0
Ni**as In Paris,1auxYwYrFRqZP7t3s7w4um,,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,audio_features,1auxYwYrFRqZP7t3s7w4um,spotify:track:1auxYwYrFRqZP7t3s7w4um,https://api.spotify.com/v1/tracks/1auxYwYrFRqZP7t3s7w4um,https://api.spotify.com/v1/audio-analysis/1auxYwYrFRqZP7t3s7w4um,219333.0,4.0
Otis,14I61w6cyYUHiV2n28IYdP,"[Produced by Kanye West][Intro: Otis Redding & JAY-Z]It makes it easier, easier to bearYou won't regret it, no, no, noSome girls, they don't forget itLove is their only happinessSquee'— Squee'— Squee'—(Sounds so soulful, don't you agree?)Squeeze her, don't tease her, never leave her[Verse 1: JAY-Z]Uh, I invented swagPoppin' bottles, puttin' supermodels in the cabProofI guess I got my swagger back, truthNew watch alert, HublotsOr the big-face Rollie, I got two of thoseArm out the window, through the city, I maneuver slowCock back, snapback, see my cut through the holes, Hov[Verse 2: Kanye West]Damn, Yeezy and Hov, where the hell you been?Niggas talking real reckless, stuntmenI adopted these niggas, Phillip Drummond themNow I'm 'bout to make 'em tuck they whole summer inThey say I'm crazy, well, I'm 'bout to go dumb againThey ain't seen me 'cause I pulled up in my other BenzLast week, I was in my other, other BenzThrow your diamonds up 'cause we in this bitch another 'gain",0.754,0.631,7.0,-4.751,0.0,0.307,0.552,0.0,0.5,0.432,94.577,audio_features,14I61w6cyYUHiV2n28IYdP,spotify:track:14I61w6cyYUHiV2n28IYdP,https://api.spotify.com/v1/tracks/14I61w6cyYUHiV2n28IYdP,https://api.spotify.com/v1/audio-analysis/14I61w6cyYUHiV2n28IYdP,178213.0,4.0
Gotta Have It,2aqe2NgAwmMlPgtf1MnGoy,"[Produced by Kanye West & The Neptunes][Intro: Kanye West & James Brown]Turn my headphones upLouderUh-huh, uh-huhWhat you need, what—what you needI got what you need, what—what you needWhat you need, what—what you needI got what you need[Verse 1: Kanye West & Jay-Z]Hello, hello, hello, hello, white America, assassinate my characterMoney matrimony, yeah, they tryna break the marriage upWho gon' act phony or who gon' try to embarrass ya?I'ma need a day off, I think I'll call Ferris upBueller had a Muller, but I switched it for a Mille'Cause I’m richer, and prior to this shit, was movin' free baseHad a conference with the DJs (Yeah?), Puerto Rico, three daysPoli with the PDs, now they got our shit on replaySorry I'm in pajamas, but I just got off the PJAnd last party we had, they shut down PriveAin't that where the Heat play? (Yup)Niggas hate ballers these days (Yup)Ain't that like LeBron James?Ain't that just like D-Wade? Wait",0.74,0.574,4.0,-6.938,1.0,0.245,0.411,0.0,0.262,0.33,149.762,audio_features,2aqe2NgAwmMlPgtf1MnGoy,spotify:track:2aqe2NgAwmMlPgtf1MnGoy,https://api.spotify.com/v1/tracks/2aqe2NgAwmMlPgtf1MnGoy,https://api.spotify.com/v1/audio-analysis/2aqe2NgAwmMlPgtf1MnGoy,140747.0,4.0
New Day,0x367gcUm6nsEoMXXFfEMy,"[Produced By Kanye West, Ken Lewis, Mike Dean & RZA][Intro: Nina Simone & Kanye West]Yeah, uhSun in the sky, you know how I feelMe and the RZA connectBreeze driftin' on byYeah, me and the RZA connectBreeze driftin' on byUhIt's a new life for me, yeahIt's a new dawn, it's a new dayIt's a new life for me, oohUhAnd I'm feeling goodYeah, uh[Verse 1: Kanye West]And I'll never let my son have an egoHe'll be nice to everyone wherever we goI mean, I might even make him be RepublicanSo everybody know he love white peopleAnd I'll never let him leave his college girlfriendAnd get caught up with the groupies in the whirlwindsAnd I'll never let him ever hit the telethonI mean, even if people dyin' and the world endsSee, I just want him to have an easy life, not like Yeezy lifeJust want him to be someone people likeDon't want him to be hated all the time, judgedDon't be like your daddy that'd never budgeAnd I'll never let him ever hit a strip clubI learned the hard way, that ain't the place to get loveAnd I'll never let his mom move to LAKnowin' she couldn't take the pressure, now we all pray",0.561,0.645,10.0,-6.808,0.0,0.0707,0.388,7.43e-05,0.142,0.36,91.012,audio_features,0x367gcUm6nsEoMXXFfEMy,spotify:track:0x367gcUm6nsEoMXXFfEMy,https://api.spotify.com/v1/tracks/0x367gcUm6nsEoMXXFfEMy,https://api.spotify.com/v1/audio-analysis/0x367gcUm6nsEoMXXFfEMy,272853.0,4.0
That's My Bitch,1BMzxGds8WSK39p4y432fl,,0.744,0.871,7.0,-6.291,1.0,0.114,0.237,0.000287,0.121,0.497,108.982,audio_features,1BMzxGds8WSK39p4y432fl,spotify:track:1BMzxGds8WSK39p4y432fl,https://api.spotify.com/v1/tracks/1BMzxGds8WSK39p4y432fl,https://api.spotify.com/v1/audio-analysis/1BMzxGds8WSK39p4y432fl,202560.0,4.0
Welcome To The Jungle,0y0imMk6KsO90MaHG4MVAl,"[Produced by Swizz Beatz][Intro: Swizz Beatz, Kanye West & Jay-Z]UhRightOh, ohRightOne-two, one-two (Yeah)AyyWelcome to the jungle, welcome to the jungle, well(Yeah, yeah)Welcome to the jungle, welcome to the jungle, well(Yeah, uh, yeah)I asked her where she wanna be when she twenty-five (Five)She turned around and looked at me and she said, ""Alive""Welcome to the jungle, welcome to the jungle, well(Uh, oh)[Verse 1: Jay-Z & Swizz Beatz]Black Axl Rose, move halves and wholes (Right)Come down to the jungle, just ask for Hov (Right)Move blocks and squares, move apples and pears (Oh)Work pots and pans just to cop me some Airs (Goddammit)My uncle died, my daddy did too (Ayy)Paralyzed by the pain, I can barely moveMy nephew gone, my heart is tornSometimes I look to the sky, ask why I was bornMy faith in God, every day is hardEvery night is worse, that's why I pray so hard",0.636,0.93,2.0,-5.179,1.0,0.364,0.0128,3.7e-06,0.18,0.325,92.899,audio_features,0y0imMk6KsO90MaHG4MVAl,spotify:track:0y0imMk6KsO90MaHG4MVAl,https://api.spotify.com/v1/tracks/0y0imMk6KsO90MaHG4MVAl,https://api.spotify.com/v1/audio-analysis/0y0imMk6KsO90MaHG4MVAl,174133.0,4.0
Who Gon Stop Me,22ngk2DRBy7audIugfYDKd,"[Produced By Kanye West, Mike Dean & Sak Pase][Refrain: Flux Pavilion]I can't stopI can't stop[Chorus: Kanye West & JAY-Z]This is something like the HolocaustMillions of our people lostBow our heads and pray to the Lord'Til I die, I'ma fuckin' ballNow who gon' stop me? Who gon' stop me, huh?Who gon' stop me? Who gon' stop me, huh?Black cards, black cars, black on black, Black broadsWhole lotta money in a black bagBlack strap, you know what that's for[Post-Chorus: JAY-Z, Kanye West & both]Who gon' stop me, huh?Who gon' stop me, huh?Yeah, who gon' stop me?No brakes, I need State FarmSo many watches, I need eight armsOne neck, but got eight charmsWho gon' stop me, huh?",0.593,0.73,0.0,-4.638,0.0,0.159,0.0408,0.000156,0.715,0.377,133.879,audio_features,22ngk2DRBy7audIugfYDKd,spotify:track:22ngk2DRBy7audIugfYDKd,https://api.spotify.com/v1/tracks/22ngk2DRBy7audIugfYDKd,https://api.spotify.com/v1/audio-analysis/22ngk2DRBy7audIugfYDKd,256707.0,4.0
Murder To Excellence,3Gjc2FE6BEMMHURUjlMXvX,"[Produced by S1 and Swizz Beatz][Part I: Murder][Intro: Jay Z]Uh, bloody murder, murder, murderBloody murder, murder, murder, murderBloody murder, murder, murder, murderBloody murder, murder, murder[Chorus: Kanye West & Jay Z]Paper read, ""Murder, Black-on-Black murder""Paper read, ""Murder, Black-on-Black murder"" again (Uh)[Verse 1: Jay Z]This is to the memory of Danroy HenryToo much enemy fire to catch a friendlyStrays from the same shade, nigga, we on the same teamGiving you respect, I expect the same thing, uhAll-black everything, nigga, you know my fresh codeI'm out here fighting for you, don't increase my stress loadNiggas watching the throne, very happy to be youPower to the people, when you see me, see you[Verse 2: Kanye West]And I'm from the murder capital where they murder for capitalHeard about at least three killings this afternoonLooking at the news like, ""Damn, I was just with him after school""No shop class, but half the school got a toolAnd a ""I could die any day""-type attitudePlus his little brother got shot reppin' his avenueIt's time for us to stop and redefine Black powerForty-one souls murdered in fifty hours",0.566,0.815,1.0,-4.741,1.0,0.321,0.0242,0.0,0.0804,0.576,87.353,audio_features,3Gjc2FE6BEMMHURUjlMXvX,spotify:track:3Gjc2FE6BEMMHURUjlMXvX,https://api.spotify.com/v1/tracks/3Gjc2FE6BEMMHURUjlMXvX,https://api.spotify.com/v1/audio-analysis/3Gjc2FE6BEMMHURUjlMXvX,300960.0,4.0
Made In America,0qM9UF4CbazQ5xa8PCTopE,"[Intro: Frank Ocean]And He'll bring you out the, out the darkness[Chorus: Frank Ocean]Sweet king Martin, sweet queen CorettaSweet brother Malcolm, sweet queen BettySweet Mother Mary, sweet father JosephSweet Jesus, we made it in AmericaSweet baby Jesus (Ooh, ooh-ooh-ooh, ooh-ooh-ooh)Oh, sweet baby Jesus, we made it in AmericaSweet baby Jesus (Ooh, ooh-ooh-ooh-ooh)Oh, sweet baby Jesus, we made it in America[Verse 1: Kanye West]I told my mama I was on the come upShe said, ""You going to school, I'll give you a summer""Then she met No I.D. and gave me his numberTen years later, she driving a HummerNiggas hustle every day for a beat from YeWhat I do? Turn around, gave them beats to JayAnd I'm rapping on the beats they was supposed to buyI guess I'm getting high off my own supplyDowntown mixing fabrics, tryna find the magicStarted a little blog just to get some trafficOld folks'll tell you not to play in traffic, uhA million hits and the web crashes, damnSouth Park had 'em all laughingNow all my niggas designing and we all swaggin', uhIgnore the critics just to say we did itThis ain't no fashion show, motherfucker, we live it",0.705,0.729,11.0,-7.01,0.0,0.221,0.0428,5.86e-05,0.224,0.549,165.901,audio_features,0qM9UF4CbazQ5xa8PCTopE,spotify:track:0qM9UF4CbazQ5xa8PCTopE,https://api.spotify.com/v1/tracks/0qM9UF4CbazQ5xa8PCTopE,https://api.spotify.com/v1/audio-analysis/0qM9UF4CbazQ5xa8PCTopE,292067.0,4.0
Why I Love You,4bDPr2VAjcfgUDmN9dGOC3,"[Produced By Anthony Kilhoffer, Kanye West & Mike Dean][Chorus: Mr. Hudson]Ooh, I love you soBut why I love you, I'll never knowOoh, I love you soBut why I love you, I'll never knowOoh, I love you soBut why I love you, I'll never knowOoh, I love you soBut why I love you, I'll never know[Verse 1: Jay-Z]Picture, if you will, that the throne's burningRome's burning, and I'm sitting in the corner all alone, burningWhy does it always end up like this?Something that we don't determineSame people that I fought for, that I fight for, that I ride forThat I live for, that I die forBe the reason that these niggas is alive forAnd they want me dead, but I'm sorry, but I just can't die for youBut I can make 'em put their hands in the sky for youWe waiting for the fireworks like July 4thGet fly more, get high more, cry boy, why for?When the grief is over, beef is overI'll be fly when Easter's overI tried to teach niggas how to be kingsAnd all they ever wanted to be was soldiersSo when love is gone 'til blood is drawn'Cause we no longer wear the same uniformFuck you, squares, the circle got smallerThe castle got bigger, the walls got tallerAnd truth be told, after all that saidNiggas still got love for you",0.48,0.808,5.0,-4.133,1.0,0.0423,0.0259,0.0,0.267,0.37,123.387,audio_features,4bDPr2VAjcfgUDmN9dGOC3,spotify:track:4bDPr2VAjcfgUDmN9dGOC3,https://api.spotify.com/v1/tracks/4bDPr2VAjcfgUDmN9dGOC3,https://api.spotify.com/v1/audio-analysis/4bDPr2VAjcfgUDmN9dGOC3,201453.0,4.0
Dark Fantasy,7yNK27ZTpHew0c55VvIJgm,"[Produced by Kanye West & RZA][Intro: Nicki Minaj]You might think you've peeped the sceneYou haven't, the real one's far too meanThe watered-down one, the one you knowWas made up centuries agoThey made it sound all wack and cornyYes, it's awful blasted boringTwisted fictions, sick addictionWell, gather 'round, children, zip it, listen[Chorus: Justin Vernon & Teyana Taylor]Can we get much higher? (So high)Oh, oh, ohOh, oh, oh-oh, oh (Oh)Can we get much higher? (So high)Oh, oh, ohOh, oh, oh-oh, ohCan we get much higher? (So high)Oh, oh, ohOh, oh, oh-oh, oh (Oh)Can we get much higher? (So high)Oh, oh, ohOh, oh, oh-oh, oh",0.599,0.587,5.0,-5.919,1.0,0.0423,0.274,0.0,0.167,0.373,87.998,audio_features,7yNK27ZTpHew0c55VvIJgm,spotify:track:7yNK27ZTpHew0c55VvIJgm,https://api.spotify.com/v1/tracks/7yNK27ZTpHew0c55VvIJgm,https://api.spotify.com/v1/audio-analysis/7yNK27ZTpHew0c55VvIJgm,280787.0,4.0
Gorgeous,23SZWX2IaDnxmhFsSLvkG2,"[Produced by Kanye West, Mike Dean & No I.D.][Chorus: Kid Cudi]Ain't no question if I want it, I need itI can feel it slowly drifting away from meI'm on the edge, so why you playing? I'm sayingI will never ever let you live this down, down, downNot for nothing, I've foreseen it, I dreamed itI can feel it slowly drifting away from meNo more chances, if you blow this, you bogusI will never ever let you live this down, down, down[Verse 1: Kanye West]Penitentiary chances, the devil dancesAnd eventually answers to the call of autumnAll them fallin' for the love of ballin'Got caught with thirty rocks, the cop look like Alec BaldwinInter-century anthems based off inner-city tantrumsBased off the way we was brandedFace it, Jerome get more time than BrandonAnd at the airport, they check all through my bagAnd tell me that it's randomBut we stay winningThis week has been a bad massage, I need a happy endingAnd a new beginning and a new fittedAnd some job opportunities that's lucrativeThis the real world, homie, school finishedThey done stole your dreams, you don't know who did itI treat the cash the way the government treats AIDSI won't be satisfied 'til all my niggas get it, get it?",0.598,0.713,6.0,-3.625,0.0,0.0326,0.0207,0.000175,0.431,0.118,91.964,audio_features,23SZWX2IaDnxmhFsSLvkG2,spotify:track:23SZWX2IaDnxmhFsSLvkG2,https://api.spotify.com/v1/tracks/23SZWX2IaDnxmhFsSLvkG2,https://api.spotify.com/v1/audio-analysis/23SZWX2IaDnxmhFsSLvkG2,357653.0,4.0
POWER,2gZUPNdnz5Y45eiGxpHGSc,"[Produced by Andrew Dawson, Jeff Bhasker, Kanye West, Mike Dean & S1][Intro: Kanye West]I'm living in that 21st century, doing something mean to itDo it better than anybody you ever seen do itScreams from the haters got a nice ring to itI guess every superhero need his theme music[Chorus: Kanye West]No one man should have all that powerThe clock’s ticking, I just count the hoursStop tripping, I'm tripping off the power(21st-century schizoid man)[Verse 1: Kanye West]The system broken, the school's closed, the prison's openWe ain't got nothing to lose, motherfucker, we rollingHuh? Motherfucker, we rollingWith some light-skinned girls and some Kelly RowlandsIn this white man world, we the ones chosenSo goodnight, cruel world, I'll see you in the morningHuh? I'll see you in the morningThis is way too much, I need a moment[Chorus: Kanye West]No one man should have all that powerThe clock's ticking, I just count the hoursStop tripping, I'm tripping off the power'Til then, fuck that, the world's oursAnd they say, and they sayAnd they say, and they sayAnd they say, and they say(21st-century schizoid man)",0.542,0.914,0.0,-4.747,0.0,0.113,0.0161,0.0,0.744,0.576,153.993,audio_features,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093.0,4.0
All Of The Lights (Interlude),4D6TpthzUVNTjWQqfBW5Kb,,0.296,0.0792,10.0,-16.569,0.0,0.0389,0.902,0.591,0.128,0.496,110.95,audio_features,4D6TpthzUVNTjWQqfBW5Kb,spotify:track:4D6TpthzUVNTjWQqfBW5Kb,https://api.spotify.com/v1/tracks/4D6TpthzUVNTjWQqfBW5Kb,https://api.spotify.com/v1/audio-analysis/4D6TpthzUVNTjWQqfBW5Kb,62253.0,3.0
All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,"[Produced by Kanye West; Co-Produced by Jeff Bhasker][Intro: Choir]All of the lightsLights, lightsAll of the lights[Chorus: Rihanna]Turn up the lights in here, babyExtra bright, I want y'all to see thisTurn up the lights in here, babyYou know what I need, want you to see everythingWant you to see all of the lights[Post-Chorus: Elly Jackson & Rihanna]Fast cars, shooting starsAll of the lights, all of the lightsUntil it's Vegas everywhere we are (All of the lights)If you want it, you can get it for the rest of your lifeIf you want it, you can get it for the rest of your life[Verse 1: Kanye West]Somethin' wrong, I hold my headMJ gone, our nigga deadI slapped my girl, she called the fedsI did that time and spent that breadI'm heading home, I'm almost thereI'm on my way, heading up the stairsTo my surprise, a nigga replacing meI had to take him to that ghetto university",0.531,0.803,1.0,-3.284,1.0,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,audio_features,22L7bfCiAkJo5xGSQgmiIO,spotify:track:22L7bfCiAkJo5xGSQgmiIO,https://api.spotify.com/v1/tracks/22L7bfCiAkJo5xGSQgmiIO,https://api.spotify.com/v1/audio-analysis/22L7bfCiAkJo5xGSQgmiIO,299613.0,4.0
Monster,1ZHYJ2Wwgxes4m8Ba88PeK,"[Intro: Justin Vernon]I shoot the lights outHide 'til it's bright outOh, just another lonely nightAre you willing to sacrifice your life?[Verse 1: Rick Ross]Bitch, I'm a monster, no-good bloodsuckerFat motherfucker, now look who's in troubleAs you run through my jungles, all you hear is rumblesKanye West samples, here's one for example[Chorus: Kanye West]Gossip, gossip, nigga, just stop itEverybody know I'm a motherfuckin' monsterI'ma need to see your fuckin' hands at the concertI'ma need to see your fuckin' hands at the concertProfit, profit, nigga, I got itEverybody know I'm a motherfuckin' monsterI'ma need to see your fuckin' hands at the concertI'ma need to see your fuckin' hands[Verse 2: Kanye West]Uh, the best living or dead hands down, huhLess talk, more head right now, huhAnd my eyes more red than the devil isAnd I'm 'bout to take it to another level, bitchMatter who you go and get, ain't nobody cold as thisDo the rap and the track, triple-double, no assistsAnd my only focus is stayin' on some bogus shitArguin' with my older bitch, actin' like I owe her shitI heard the beat, the same raps that gave the track painBought the chain that always give me back painFucking up my money so, yeah, I had to act saneChi nigga, but these hoes love my accentChick came up to me and said, ""This the number to dialIf you wanna make your number one your number two now""Mix that Goose and Malibu, I call it ""Malibooyah""Goddamn, Yeezy always hit 'em with a new styleKnow that motherfucker, well, what you gon' do now?Whatever I wanna do, gosh, it's cool nowKnow I'm gonna do, ah, it's the new nowThink you motherfuckers really really need to cool out'Cause you'll never get on top of thisSo, mami, best advice is just to get on top of thisHave you ever had sex with a pharaoh?Ah, put the pussy in a sarcophagusNow she claiming that I bruised her esophagusHead of the class and she just won a swallowshipI'm livin' in the future so the present is my pastMy presence is a present, kiss my ass",0.628,0.692,2.0,-5.64,1.0,0.202,0.00244,0.0129,0.668,0.0963,124.887,audio_features,1ZHYJ2Wwgxes4m8Ba88PeK,spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,https://api.spotify.com/v1/tracks/1ZHYJ2Wwgxes4m8Ba88PeK,https://api.spotify.com/v1/audio-analysis/1ZHYJ2Wwgxes4m8Ba88PeK,378893.0,5.0
So Appalled,6K07Ahf6V7CAQn0ikrOztl,"[Produced by Kanye West, Mike Dean & No I.D.][Refrain: Swizz Beatz]One hand in the air if you don't really careTwo hands in the air if you don't really careIt's like that sometimes, I mean ridiculousIt's like that sometimes, this shit ridiculousOne hand in the air if you don't really careMiddle finger in the air if you don't really careIt's like that sometimes, man, ridiculousLife can be sometimes ridiculous[Verse 1: Kanye West]I'm so appalled, Spalding, ballBalding Donald Trump taking dollars from y'allBaby, you're fired, your girlfriend hiredBut if you don't mind, I'ma keep you on callWe above the law, we don't give a fuck 'bout y'allI got dogs that'll chew a fuckin' hole through the wallBut since they all lovers, I need more rubbersAnd if I don't use rubbers, need more coversHousekeeping, I mean, goddamnOne time, let it be a bad bitch sweepingThat know we get O's like CheeriosThat know because they seen us in the videosThat know the day that you play meWould be the same day MTV play videosThat was a little joke, voilaPraises due to the most high, AllahPraises due to the most fly, PradaBaby, I'm magic, tadaAddress me as your highness, high as UnitedThirty thousand feet up and you are not invitedNiggas be writing bullshit like they gotta workNiggas is going through real shit, man, they out of workThat's why another goddamn dance track gotta hurtThat's why I'd rather spit something that got a purp'",0.64,0.754,1.0,-5.873,0.0,0.283,0.255,0.0,0.63,0.584,87.15,audio_features,6K07Ahf6V7CAQn0ikrOztl,spotify:track:6K07Ahf6V7CAQn0ikrOztl,https://api.spotify.com/v1/tracks/6K07Ahf6V7CAQn0ikrOztl,https://api.spotify.com/v1/audio-analysis/6K07Ahf6V7CAQn0ikrOztl,397667.0,4.0
