track_name,track_id,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Every Hour,1WnqWQcWcuQbVzgE7ecfCY,"[Chorus]Sing every hour (Every hour, 'til the power)Every minute (Every minute, of the Lord)Every second (Every second, comes)Sing each and every millisecond (Down)We need you (We need you, sing 'til the power)We need you (We need you, of the Lord)We need you (Comes)Oh, we need you (Down)[Verse]Sing 'til the power of the Lord comes downSing 'til the power of the Lord comes downSing 'til the power of the Lord comes down (Let everything that have breath praise God)Sing 'til the power of the Lord comes down ('Cause when we sing the glory of the Lord comes down, down)Sing 'til the power of the Lord comes down (Praising the Lord, praise God in the sanctuary)Sing 'til the power of the Lord comes down (For His mighty works and excellent grace and His mighty power, yeah)Sing 'til the power of the Lord comes down (Sing 'til the power of the Lord falls down)Sing 'til the power of the Lord comes down (We are to sing 'til the power of the Lord comes down)Sing 'til the power of the Lord comes down (Let us sing, let us sing, oh, sing)Sing 'til the power of the Lord comes down (Let us sing, let us sing, oh, sing)[Chorus]Sing every hour (Every hour, 'til the power)Every minute (Every minute, of the Lord)Every second (Every second, comes)Sing each and every millisecond (Down)We need you (We need you, sing 'til the power)We need you (We need you, of the Lord)We need you (Comes)Oh, we need you (Down)",0.588,0.793,7.0,-6.23,1.0,0.0794,0.466,0.000647,0.913,0.694,76.997,audio_features,1WnqWQcWcuQbVzgE7ecfCY,spotify:track:1WnqWQcWcuQbVzgE7ecfCY,https://api.spotify.com/v1/tracks/1WnqWQcWcuQbVzgE7ecfCY,https://api.spotify.com/v1/audio-analysis/1WnqWQcWcuQbVzgE7ecfCY,112239.0,5.0
Selah,39JRmdKFka1Oe09FoOCPI4,"[Verse 1: Kanye West]God is King, we the soldiersUltrabeam out the solarWhen I get to Heaven's gatesI ain’t gotta peek overKeepin' perfect composureWhen I scream at the chauffeurI ain't mean, I’m just focusedI ain't mean, I'm just focusedPour the lean out slowerGot us clean out of sodaBefore the flood, people judgeThey did the same thing to NoahEverybody wanted YandhiThen Jesus Christ did the laundryThey say the week start on MondayBut the strong start on SundayWon't be in bondage to any manJohn 8:33We the descendants of AbrahamYe should be made freeJohn 8:36To whom the son set free is free indeedHe saved a wretch like me[Chorus: Sunday Service Choir]Hallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, hallelujah, hallelujah, hallelujahHallelujah, He is wonderful",0.482,0.618,9.0,-5.673,0.0,0.197,0.647,0.000859,0.32,0.146,90.076,audio_features,39JRmdKFka1Oe09FoOCPI4,spotify:track:39JRmdKFka1Oe09FoOCPI4,https://api.spotify.com/v1/tracks/39JRmdKFka1Oe09FoOCPI4,https://api.spotify.com/v1/audio-analysis/39JRmdKFka1Oe09FoOCPI4,164620.0,3.0
Follow God,2QpGZOhTCHHiKmpSO9FW4h,"[Intro]Father, I stretchStretch my hands to You[Verse]Lifelike, this is what your life like, try to live your life rightPeople really know you, push your buttons like typewriteThis is like a movie, but it's really very lifelikeEvery single night, right, every single fight, right?I was looking at the 'Gram and I don't even like likesI was screamin' at my dad, he told me, ""It ain't Christ-like""I was screamin' at the referee just like MikeLookin' for a bright light, Sigel, what your life likeRiding on a white bike, feeling like Excitebike (Stretch my hands to You)Pressin' on the gas, supernova for a night lightScreamin' at my dad and he told me, ""It ain't Christ-like""But nobody never tell you when you're being like ChristOnly ever seein' me only when they needin' meLike if Tyler Perry made a movie for BETSearchin' for a deity, now you wanna see it freeNow you wanna see if we, let's just see if three apieceTell me what your life like, turn it down, a bright lightDrivin' with my dad, and he told me, ""It ain't Christ-like"" (Stretch my hands to You)I'm just tryna find, l've been lookin' for a new wayI'm just really tryin' not to really do the fool wayI don't have a cool way, bein' on my best, thoughBlock 'em on the text though, nothin' else next thoughNot another word, letter, picture, or a decimal (Father, I stretch)Wrestlin' with God, I don't really want to wrestleMan, it's really lifelike, everything in my life (Stretch my hands to You)Arguing with my dad, and he said, ""It ain't Christ-like""",0.529,0.9,1.0,-3.503,1.0,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,audio_features,2QpGZOhTCHHiKmpSO9FW4h,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,https://api.spotify.com/v1/tracks/2QpGZOhTCHHiKmpSO9FW4h,https://api.spotify.com/v1/audio-analysis/2QpGZOhTCHHiKmpSO9FW4h,104591.0,4.0
Closed On Sunday,3JWiDGQX2eTlFvKj3Yssj3,"[Chorus]Closed on Sunday, you're my Chick-fil-AClosed on Sunday, you my Chick-fil-AHold the selfies, put the 'Gram awayGet your family, y'all hold hands and prayWhen you got daughters, always keep 'em safeWatch out for vipers, don't let them indoctrinateClosed on Sunday, you my Chick-fil-AYou're my number one, with the lemonadeRaise our sons, train them in the faithThrough temptations, make sure they're wide awakeFollow Jesus, listen and obeyNo more livin' for the culture, we nobody's slave[Verse]Stand up for my homeEven if I take this walk aloneI bow down to the King upon the throneMy life is His, I'm no longer my ownI pray to God that He'll strengthen my handThey will think twice steppin' onto my landI draw the line, it's written in the sandTry me and you will see that I ain't playin'Now, back up off my family, move your handsI got my weapons in the spirit's landI, Jezebel don't even stand a chanceJezebel don't even stand a chance",0.799,0.291,11.0,-7.353,0.0,0.0318,0.873,0.000641,0.139,0.406,97.984,audio_features,3JWiDGQX2eTlFvKj3Yssj3,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/tracks/3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/audio-analysis/3JWiDGQX2eTlFvKj3Yssj3,151873.0,4.0
On God,2SasoXZyv82yYgHiVOvxQn,"[Intro]Yo, Pi'erre, yo, Pi'erre[Verse]""How you get so much favor on your side?""""Accept Him as your Lord and Saviour,"" I repliedThou shalt love thy neighbor, not divideI'ma ride, that's on GodHis light shine the brightest in the darkSingle mothers know they got my heartAnd all my brothers locked up on the yardYou can still be anything you wanna beWent from one in four to one in threeThirteenth amendment, gotta end it, that's on meHe the new commander and the chiefThat's on Keef, that's on GodBefore the ranch, I had horses in the garageWhen the Forbes cover was just a mirageThey had me chasin' statues, that's on pride""Oh my God,"" Bust said that's on TribeWhen I thought the Book of Job was a jobThe Devil had my soul, I can't lieLife gon' have some lows and some highsBefore the Grammy's ever gave a nodI wore my heart on my sleeve, I couldn't hideIn '03, they told me not to driveI bleached my hair for every time I could've diedBut I survived, that's on GodI've been tellin' y'all since '05The greatest artist restin' or aliveThat's on L.A. Reid, that's on CliveThat's no Jive, that's on GodOff the 350s He suppliedThe IRS want they fifty plus our titheMan, that's over half of the pieI felt dry, that's on GodThat's why I charge the prices that I chargeI can't be out here dancin' with the starsNo, I cannot let my family starveI go hard, that's on God",0.41,0.886,9.0,-4.413,0.0,0.155,0.0671,0.0,0.461,0.393,72.577,audio_features,2SasoXZyv82yYgHiVOvxQn,spotify:track:2SasoXZyv82yYgHiVOvxQn,https://api.spotify.com/v1/tracks/2SasoXZyv82yYgHiVOvxQn,https://api.spotify.com/v1/audio-analysis/2SasoXZyv82yYgHiVOvxQn,136351.0,4.0
Everything We Need,24bnCCysWnbNRNUT4LpHcP,"[Intro: Ty Dolla $ign & Ant Clemons]We began after the storm insideLay the land (Ah), it's just the morning light (Woo, woo)Woo, woo, oh yeah[Verse 1: Kanye West & Ant Clemons]Woo-ooh, ooh-oohSwitch your⁠, switch your attitudeGo 'head, level up yourselfThis that different latitudeOoh-ooh, ooh-oohLife too short, go spoil yourselfFeel that feel, enjoy yourself 'cause[Refrain: Ant Clemons & Ty Dolla $ign]We have everything we need (Ooh-ooh, ooh-ooh, oh)We have everything we need (Ooh-ooh, ooh-ooh, oh, oh)We have everything we need (Ooh-ooh, ooh-ooh, oh)We have everything we need (Ooh-ooh, ooh-ooh, oh, woah)We have everything we need[Chorus: Ty Dolla $ign]We began after the storm insideLay the land (Ah), it's just the morning light (Oh, yeah)[Verse 2: Kanye West & Ant Clemons]Switch my, switch my attitudeI'm so, I'm so radicalAll these people mad at dudeThis for who it matter toWhat if Eve made apple juice?You gon' do what Adam do?Or say, ""Baby, let's put this back on the tree"" 'cause",0.894,0.416,9.0,-6.823,0.0,0.0538,0.312,0.0,0.146,0.463,116.96,audio_features,24bnCCysWnbNRNUT4LpHcP,spotify:track:24bnCCysWnbNRNUT4LpHcP,https://api.spotify.com/v1/tracks/24bnCCysWnbNRNUT4LpHcP,https://api.spotify.com/v1/audio-analysis/24bnCCysWnbNRNUT4LpHcP,116560.0,4.0
Water,454Epa1vrCGFddHXKyC1kb,"[Intro: Kanye West]Well, rightSo, so wellWell, rightSo, soHigh as the sun come outPlannin'Bootin'Plannin'Movin'Plannin'Tubin', thereWell, well[Chorus: Ant Clemons]Clean us like the rain in springTake the chlorine out our conversationLet Your light reflect on meI promise I'm not hiding anythingIt's waterWe are waterPure as waterLike a newborn daughter[Verse 1: Ant Clemons]The storm may comeBut we'll get through it because of Your loveEither way, we crash like waterYour love's waterPure as waterWe are water",0.505,0.281,2.0,-12.404,1.0,0.1,0.57,0.000254,0.163,0.283,82.338,audio_features,454Epa1vrCGFddHXKyC1kb,spotify:track:454Epa1vrCGFddHXKyC1kb,https://api.spotify.com/v1/tracks/454Epa1vrCGFddHXKyC1kb,https://api.spotify.com/v1/audio-analysis/454Epa1vrCGFddHXKyC1kb,168420.0,4.0
God Is,6xRWoYwfwIKnT8bQGzKbxR,"[Intro]God isMy light in darkness, ohGod, God isHe, He is my all and all (And I'll never turn back)God is[Verse]Everything that hath breath praise the LordWorship Christ with the best of your portionsI know I won't forget all He's doneHe's the strength in this race that I runEvery time I look up, I see God's faithfulnessAnd it shows just how much He is miraculousI can't keep it to myself, I can't sit here and be stillEverybody, I will tell 'til the whole world is healedKing of Kings, Lord of Lords, all the things He has in storeFrom the rich to the poor, all are welcome through the doorYou won't ever be the same when you call on Jesus' nameListen to the words I'm sayin', Jesus saved me, now I'm saneAnd I know, I know God is the force that picked me upI know Christ is the fountain that filled my cupI know God is alive, yeahHe has opened up my visionGiving me a revelationThis ain't 'bout a dead religionJesus brought a revolutionAll the captives are forgivenTime to break down all the prisonsEvery man, every womanThere is freedom from addictionJesus, You have my soulSunday Service on a rollAll my idols, let 'em goAll the demons, let 'em knowThis a mission, not a showThis is my eternal soulThis my kids, this the cribThis my wife, this my lifeThis my God-given rightThank You, Jesus, won the fight",0.656,0.637,1.0,-3.867,1.0,0.0256,0.34,0.0,0.187,0.267,105.037,audio_features,6xRWoYwfwIKnT8bQGzKbxR,spotify:track:6xRWoYwfwIKnT8bQGzKbxR,https://api.spotify.com/v1/tracks/6xRWoYwfwIKnT8bQGzKbxR,https://api.spotify.com/v1/audio-analysis/6xRWoYwfwIKnT8bQGzKbxR,203141.0,4.0
Hands On,7r6aR2f57resC5r93LwMfK,"[Refrain: Fred Hammond]Hand 'emHands up high, hands on, hands onHands on, hands upIn your face, the reasonHands on, yeah, hands on[Verse 1: Kanye West]Cut out all the lights, He the lightGot pulled over, see the brightsWhat you doin' on the street at night?Wonder if they're gonna read your rightsThirteenth Amendment, three strikesMade a left when I should've made a rightTold God last time on lifeTold the devil that I'm going on a strikeTold the devil when I see him, on sightI've been working for you my whole lifeTold the devil that I'm going on a strikeI've been working for you my whole lifeNothing worse than a hypocriteChange, he ain't really differentHe ain't even try to get permissionAsk for advice and they dissed himSaid I'm finna do a gospel albumWhat have you been hearin' from the Christians?They'll be the first one to judge meMake it feel like nobody love meThey'll be the first one to judge meFeelin' like nobody love meTold people God was my missionWhat have you been hearin' from the Christians?They'll be the first one to judge meMake it feel like nobody love meMake you feel alone in the dark and you'll never see the lightMan, you're never seein' home and you never see the domesI can feel it when I write, point of livin' in the rightIf they only see the wrongs, never listen to the songsJust to listen is a fight, but you booked me for the fightIt's so hard to get along if they only see the slightFrom the love of religionWhat have you been hearin' from the Christians?They'll be the first one to judge meMake it seem like nobody love meI'm not tryna lead you to VisasBut if I try to lead you to JesusWe get called halfway believersOnly halfway read EphesiansOnly if they knew what I knew, uhI was never new 'til I knew ofTrue and living God, YeshuaThe true and living God(Somebody pray for me)",0.514,0.393,1.0,-8.72,0.0,0.529,0.558,0.0,0.282,0.598,78.039,audio_features,7r6aR2f57resC5r93LwMfK,spotify:track:7r6aR2f57resC5r93LwMfK,https://api.spotify.com/v1/tracks/7r6aR2f57resC5r93LwMfK,https://api.spotify.com/v1/audio-analysis/7r6aR2f57resC5r93LwMfK,203174.0,4.0
Use This Gospel,0oPOuDmmkVp3h6puekhs6P,"[Intro: Kanye West]Oh, oh, oh, oh, oh, ohOh, oh, oh, oh-oh, oh, ohOh, oh, oh, oh, oh, ohOh, oh, oh, oh-oh, oh, oh[Chorus: Kanye West]Use this gospel for protectionIt's a hard road to HeavenWe call on Your blessingsIn the Father, we put our faithKing of the kingdomOur demons are tremblin'Holy angels defendin'In the Father, we put our faith[Post-Chorus: Kanye West]Oh, oh, oh, oh, oh, ohOh, oh, oh, oh-oh, oh, oh[Verse 1: Pusha T]How could He not be the greatest?In my bed, under covers when undercovers had raidedMy presence is happy belatedFashionably late, I'm just glad that you made itThe best is yet to come, I'm just glad that you waitedThey all say they real 'til it's time to appraise itI seen them come and go, you only the latestBut who am I to judge? I'm crooked as Vegas",0.611,0.459,0.0,-3.926,0.0,0.0422,0.614,0.0,0.126,0.177,148.28,audio_features,0oPOuDmmkVp3h6puekhs6P,spotify:track:0oPOuDmmkVp3h6puekhs6P,https://api.spotify.com/v1/tracks/0oPOuDmmkVp3h6puekhs6P,https://api.spotify.com/v1/audio-analysis/0oPOuDmmkVp3h6puekhs6P,213878.0,4.0
Jesus Is Lord,7sBgFMWqDWQgrsNSpIBoe8,[Verse: Kanye West]Every knee shall bowEvery tongue confessJesus is LordJesus is LordEvery knee shall bowEvery tongue confessJesus is LordJesus is Lord,0.243,0.26,4.0,-5.876,0.0,0.0305,0.828,4.03e-05,0.532,0.327,76.61,audio_features,7sBgFMWqDWQgrsNSpIBoe8,spotify:track:7sBgFMWqDWQgrsNSpIBoe8,https://api.spotify.com/v1/tracks/7sBgFMWqDWQgrsNSpIBoe8,https://api.spotify.com/v1/audio-analysis/7sBgFMWqDWQgrsNSpIBoe8,49293.0,3.0
Feel The Love,3aUFrxO1B8EW63QchEl3wX,,0.58,0.469,0.0,-5.946,0.0,0.104,0.126,7.32e-05,0.099,0.369,110.573,audio_features,3aUFrxO1B8EW63QchEl3wX,spotify:track:3aUFrxO1B8EW63QchEl3wX,https://api.spotify.com/v1/tracks/3aUFrxO1B8EW63QchEl3wX,https://api.spotify.com/v1/audio-analysis/3aUFrxO1B8EW63QchEl3wX,165053.0,4.0
Fire,7oHkit3F3vimtsBbnZkU0G,,0.709,0.751,6.0,-3.801,1.0,0.16,0.472,4.71e-06,0.182,0.37,104.999,audio_features,7oHkit3F3vimtsBbnZkU0G,spotify:track:7oHkit3F3vimtsBbnZkU0G,https://api.spotify.com/v1/tracks/7oHkit3F3vimtsBbnZkU0G,https://api.spotify.com/v1/audio-analysis/7oHkit3F3vimtsBbnZkU0G,140527.0,4.0
4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,,0.765,0.542,1.0,-6.755,1.0,0.39,0.278,1.87e-05,0.609,0.734,171.945,audio_features,6JyEh4kl9DLwmSAoNDRn5b,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/tracks/6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/audio-analysis/6JyEh4kl9DLwmSAoNDRn5b,153351.0,4.0
Freeee (Ghost Town Pt. 2),7GRTrWsP3yo2Fx8umJfA1X,,0.334,0.81,9.0,-4.855,0.0,0.0632,0.00457,0.0,0.158,0.306,151.643,audio_features,7GRTrWsP3yo2Fx8umJfA1X,spotify:track:7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/tracks/7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/audio-analysis/7GRTrWsP3yo2Fx8umJfA1X,206605.0,4.0
Reborn,4RVbK6cV0VqWdpCDcx3hiT,,0.585,0.597,0.0,-7.499,1.0,0.037,0.339,0.0404,0.195,0.227,100.051,audio_features,4RVbK6cV0VqWdpCDcx3hiT,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,https://api.spotify.com/v1/tracks/4RVbK6cV0VqWdpCDcx3hiT,https://api.spotify.com/v1/audio-analysis/4RVbK6cV0VqWdpCDcx3hiT,324674.0,4.0
Kids See Ghosts,2I3dW2dCBZAJGj5X21E53k,,0.841,0.682,2.0,-7.007,1.0,0.0458,0.113,9.65e-05,0.131,0.338,94.985,audio_features,2I3dW2dCBZAJGj5X21E53k,spotify:track:2I3dW2dCBZAJGj5X21E53k,https://api.spotify.com/v1/tracks/2I3dW2dCBZAJGj5X21E53k,https://api.spotify.com/v1/audio-analysis/2I3dW2dCBZAJGj5X21E53k,245098.0,4.0
Cudi Montage,4kUZvXB3LC3an3HX6h0s17,,0.729,0.504,8.0,-6.784,0.0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,audio_features,4kUZvXB3LC3an3HX6h0s17,spotify:track:4kUZvXB3LC3an3HX6h0s17,https://api.spotify.com/v1/tracks/4kUZvXB3LC3an3HX6h0s17,https://api.spotify.com/v1/audio-analysis/4kUZvXB3LC3an3HX6h0s17,197001.0,4.0
I Thought About Killing You,0yhxBvedRdGxsPZHJNI4VA,"[Intro: Francis and the Lights & Kanye West]I know, I know, I know, I know, knowI know, I know, I know, I know, knowI, I know it, I know it[Spoken Word: Kanye West]The most beautiful thoughts are always besides the darkestToday, I seriously thought about killing youI contemplated, premeditated murderAnd I think about killing myselfAnd I love myself way more than I love you, so…Today, I thought about killing you, premeditated murderYou'd only care enough to kill somebody you loveThe most beautiful thoughts are always besides the darkest(Mhm—mhm—mhm—mhm—mhmm)Just say it out loud to see how it feelsPeople say ""don't say this, don't say that""Just say it out loud, just to see how it feelsWeigh all the options, nothing's off the tableToday, I thought about killing you, premeditated murderI think about killing myselfAnd I, I love myself way more than I love youThe most beautiful thoughts are always besides the darkest(Mhm—mhm—mhm—mhm—mhm—mhm—mhm—mhm—mhmm)I think this is the part where I'm supposed to say somethin' good to compensate it so it doesn't come off badBut sometimes I think really bad thingsReally, really, really bad thingsAnd I love myself way more than I love youSee, if I was tryin' to relate it to more peopleI'd probably say I'm struggling with loving myselfBecause that seems like a common themeBut that's not the case hereI love myself way more than I love youAnd I think about killing myselfSo, best believe, I thought about killing you todayPremeditated murder",0.752,0.396,2.0,-7.932,1.0,0.411,0.867,0.0,0.0486,0.417,116.016,audio_features,0yhxBvedRdGxsPZHJNI4VA,spotify:track:0yhxBvedRdGxsPZHJNI4VA,https://api.spotify.com/v1/tracks/0yhxBvedRdGxsPZHJNI4VA,https://api.spotify.com/v1/audio-analysis/0yhxBvedRdGxsPZHJNI4VA,274187.0,4.0
Yikes,1qsHYUd2c1wFGcn7e63QmG,"[Chorus]Shit could get menacin', frightenin', find helpSometimes I scare myself, myselfShit could get menacin', frightenin', find helpSometimes I scare, myself, myself[Verse 1]Tweakin', tweakin' off that 2C-B, huhIs he gon' make it? TBD, huhThought I was gon' run, DMC, huhI done died and lived again on DMT, huhSee, this a type of high that won't come downThis the type of high that get you gunned downYeezy, Yeezy trollin' OD, huhTurn TMZ to Smack DVD, huhRussell Simmons wanna pray for me tooI'ma pray for him 'cause he got MeToo'dThinkin' what if that happened to me tooThen I'm on E! News[Chorus]Shit could get menacin', frightenin', find helpSometimes I scare myself, myselfShit could get menacin', frightenin', find helpSometimes I scare myself, myself",0.683,0.776,1.0,-3.251,0.0,0.341,0.15,0.0,0.227,0.223,173.996,audio_features,1qsHYUd2c1wFGcn7e63QmG,spotify:track:1qsHYUd2c1wFGcn7e63QmG,https://api.spotify.com/v1/tracks/1qsHYUd2c1wFGcn7e63QmG,https://api.spotify.com/v1/audio-analysis/1qsHYUd2c1wFGcn7e63QmG,188773.0,4.0
All Mine,3U21A07gAloCc4P7J8rxcn,"[Chorus: Ant Clemons]Yeah, you supermodel thickDamn, that ass bustin' out the bottomI'ma lose my mind in itCrazy, that medulla oblongataGet to rubbin' on my lampGet the genie out the bottle[Bridge: Ty Dolla $ign & Ant Clemons]Fuck it up, fuck it upPussy good, go 'n back it upPipe her up, I'ma pipe her upMake her mine, I done fell in loveJuicy thing, make that pussy singOne more time, baby, do it bigMake it cry, come boohoo this shit[Chorus: Ant Clemons]Yeah, you supermodel thickDamn, that ass bustin' out the bottomI'ma lose my mind in itCrazy, that medulla oblongataGet to rubbin' on my lampGet the genie out the bottle[Verse 1: Kanye West]If I pull up with a Kerry WashingtonThat's gon' be an enormous scandalI could have Naomi CampbellAnd still might want me a Stormy DanielsSometimes you gotta bag the boss upI call that takin' Corey GamblesFind yourself up in the food courtYou might have to enjoy a sampleAll these thots on Christian MingleAlmost what got Tristan singleIf you don't ball like him or KobeGuarantee that bitch gonna leave youAyy, time is extremely valuableAnd I prefer to waste it on girls that's basicThat's just some Ye shitRight now, let's do what we wantLet's have a threesome: me, you, and a bluntI love your titties 'cause they proveI can focus on two things at once",0.925,0.31,11.0,-6.531,0.0,0.291,0.123,0.0,0.0931,0.291,121.927,audio_features,3U21A07gAloCc4P7J8rxcn,spotify:track:3U21A07gAloCc4P7J8rxcn,https://api.spotify.com/v1/tracks/3U21A07gAloCc4P7J8rxcn,https://api.spotify.com/v1/audio-analysis/3U21A07gAloCc4P7J8rxcn,145507.0,4.0
Wouldn't Leave,1nGoy0cEj0extAwXYNYTWd,,0.556,0.432,3.0,-8.551,1.0,0.545,0.495,0.0,0.308,0.352,164.235,audio_features,1nGoy0cEj0extAwXYNYTWd,spotify:track:1nGoy0cEj0extAwXYNYTWd,https://api.spotify.com/v1/tracks/1nGoy0cEj0extAwXYNYTWd,https://api.spotify.com/v1/audio-analysis/1nGoy0cEj0extAwXYNYTWd,205547.0,4.0
No Mistakes,35KV2Nuib6jPMVN00O8iba,"[Intro: Slick Rick]Believe it or notBelieve it or not[Chorus: Charlie Wilson & Kid Cudi]Make no mistake, girl, I still love youMake no mistake, girl, I still love youMake no mistake, girl, I still love youMake no mistake, girl, I still love you[Verse: Kanye West & Slick Rick]Take the top off, let the sun come in (The Lord still shines on you)Whoa, for all my dogs that stayed down, we up again (Again)Oh, I got dirt on my name, I got white on my beardI had debt on my books, it's been a shaky-ass yearLet me make this clear, so all y'all seeI don't take advice from people less successful than meHah? Ain't no love lost, but the gloves offAnd we up in this bitch until they turn the club offHad to tell the dogs, ""Turn the snubs off""Plus they already mad that the Cubs lost(Believe it or not) These two wrongs'll right you(Believe it or not) I was too grown in high school(Believe it or not) The true soul of Ice CubeToo close to snipe you, truth told, I like youToo bold to type you, too rich to fight youCalm down, you light skin",0.643,0.646,10.0,-2.442,0.0,0.0629,0.0393,0.0,0.109,0.35,80.174,audio_features,35KV2Nuib6jPMVN00O8iba,spotify:track:35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/tracks/35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/audio-analysis/35KV2Nuib6jPMVN00O8iba,123040.0,4.0
Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,"[Intro: Shirley Ann Lee]Someday, somedaySomeday I'll, I wanna wear a starry crown[Verse 1: PARTYNEXTDOOR]Someday, someday, somedayI wanna lay down, like God did, on SundayHold up, hold upSomeday, somedays, I remembered this on a SundayBackway, yeah, way, way, burning, mhm-mhmUh, somedays, I'm gonna tell everybodySomedays I wanna hit the red dot on everybodySomedays, ohh (Heatstroke)Everyday I'm livin' high, I'm smokin' marijuanaEveryday I'm livin' high, I do whatever I wanna, oh, yeah[Chorus: Kid Cudi]I've been tryin' to make you love meBut everything I try just takes you further from me[Verse 2: Kanye West]Someday we gon' set it offSomeday we gon' get this offBaby, don't you bet it allOn a pack of fentanylYou might think they wrote you offThey gon' have to rope me offSomeday the drama'll be goneAnd they'll play this song on and onSometimes I take all the shineTalk like I drank all the wineYears ahead but way behindI'm on one, two, three, four, fiveNo half-truths, just naked mindsCaught between space and timeThis not what they had in mindBut maybe someday",0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.329,0.297,83.378,audio_features,7vgTNTaEz3CsBZ1N4YQalM,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/tracks/7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/audio-analysis/7vgTNTaEz3CsBZ1N4YQalM,271387.0,4.0
Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,"[Intro: 070 Shake]Fallin', dreamin', talkin' in your sleepI know you want to cry all night, all nightPlottin', schemin', findin'Reason to defend all of your violent nightsPromise me you will see[Chorus: 070 Shake]Don't you grow up in a hurry, your mom'll be worried, awIt was all part of the story, even the scary nightsThank you for all of the glory, you will be remembered, awThank you to all of the heroes of the night (Night, night)They gotta repaint the colors, the lie is wearin' offReality is upon us, colors drippin' offColors drippin' off[Verse: Kanye West]Niggas is savage, niggas is monstersNiggas is pimps, niggas is players'Til niggas have daughters, now they precautiousFather, forgive me, I'm scared of the karma'Cause now I see women as somethin' to nurtureNot somethin' to conquerI hope she like Nicki, I make her a monsterNot havin' ménages, I'm just bein' sillyI answered the door like Will Smith and MartinNigga, do we have a problem?Matter fact, Marlon, this ain't Meet the FockersI'll beat his ass, pray I beat the chargesNo, Daddy don't play, not when it come to they daughtersDon't do no yoga, don't do pilatesJust play piano and stick to karateI pray your body's draped more like mineAnd not like your mommy'sJust bein' salty, but niggas is nutsAnd I am a nigga, I know what they wantI pray that you don't get it all at onceCurves under your dress, I know it's pervs all on the netAll in the comments, you wanna vomitThat's your baby, you love her to deathNow she cuttin' class and hangin' with friendsYou break a glass and say it againShe can't comprehend the danger she inIf you whoop her ass, she move in with himThen he whoop her ass, you go through it againBut how you the devil rebukin' the sin?Let's pray we can put this behind usI swear that these times is the wildestShe got the scars, they serve as remindersBlood still on her pajamasBut yesterday is dead, yeah, moment of silenceNext, she'll be off to college and then at the altar'Cause she know that niggas is savage, niggas is monstersNiggas is pimps, niggas is players, 'til niggas have daughtersNiggas is pimps, niggas is players, 'til niggas have daughters",0.669,0.419,1.0,-6.724,0.0,0.522,0.376,0.0,0.187,0.0397,109.813,audio_features,3s7MCdXyWmwjdcWh7GWXas,spotify:track:3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/tracks/3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/audio-analysis/3s7MCdXyWmwjdcWh7GWXas,215320.0,4.0
